Match,Bookmaker,Outcome,Price
Crystal Palace vs Wolverhampton Wanderers,Smarkets,Wolverhampton Wanderers,3.3
Crystal Palace vs Wolverhampton Wanderers,Smarkets,Draw,3.35
Crystal Palace vs Wolverhampton Wanderers,Smarkets,Crystal Palace,2.42
Crystal Palace vs Wolverhampton Wanderers,Smarkets,Wolverhampton Wanderers,3.5
Crystal Palace vs Wolverhampton Wanderers,Smarkets,Draw,3.5
Crystal Palace vs Wolverhampton Wanderers,Betway,Crystal Palace,2.25
Crystal Palace vs Wolverhampton Wanderers,Betway,Wolverhampton Wanderers,3.2
Crystal Palace vs Wolverhampton Wanderers,Betway,Draw,3.2
Crystal Palace vs Wolverhampton Wanderers,Betfair,Crystal Palace,2.38
Crystal Palace vs Wolverhampton Wanderers,Betfair,Wolverhampton Wanderers,3.35
Crystal Palace vs Wolverhampton Wanderers,Betfair,Draw,3.4
Crystal Palace vs Wolverhampton Wanderers,Betfair,Crystal Palace,2.42
Crystal Palace vs Wolverhampton Wanderers,Betfair,Wolverhampton Wanderers,3.5
Crystal Palace vs Wolverhampton Wanderers,Betfair,Draw,3.5
Crystal Palace vs Wolverhampton Wanderers,BoyleSports,Crystal Palace,2.2
Crystal Palace vs Wolverhampton Wanderers,BoyleSports,Wolverhampton Wanderers,3.2
Crystal Palace vs Wolverhampton Wanderers,BoyleSports,Draw,3.25
Crystal Palace vs Wolverhampton Wanderers,Sky Bet,Crystal Palace,2.25
Crystal Palace vs Wolverhampton Wanderers,Sky Bet,Wolverhampton Wanderers,3.1
Crystal Palace vs Wolverhampton Wanderers,Sky Bet,Draw,3.3
Crystal Palace vs Wolverhampton Wanderers,888sport,Crystal Palace,2.3
Crystal Palace vs Wolverhampton Wanderers,888sport,Wolverhampton Wanderers,3.3
Crystal Palace vs Wolverhampton Wanderers,888sport,Draw,3.2
Crystal Palace vs Wolverhampton Wanderers,William Hill,Crystal Palace,2.25
Crystal Palace vs Wolverhampton Wanderers,William Hill,Wolverhampton Wanderers,3.25
Crystal Palace vs Wolverhampton Wanderers,William Hill,Draw,3.1
Crystal Palace vs Wolverhampton Wanderers,Bet Victor,Crystal Palace,2.2
Crystal Palace vs Wolverhampton Wanderers,Bet Victor,Wolverhampton Wanderers,3.12
Crystal Palace vs Wolverhampton Wanderers,Bet Victor,Draw,3.3
Crystal Palace vs Wolverhampton Wanderers,Coral,Crystal Palace,2.2
Crystal Palace vs Wolverhampton Wanderers,Coral,Wolverhampton Wanderers,3.25
Crystal Palace vs Wolverhampton Wanderers,Coral,Draw,3.4
Crystal Palace vs Wolverhampton Wanderers,Ladbrokes,Crystal Palace,2.2
Crystal Palace vs Wolverhampton Wanderers,Ladbrokes,Wolverhampton Wanderers,3.25
Crystal Palace vs Wolverhampton Wanderers,Ladbrokes,Draw,3.3
Crystal Palace vs Wolverhampton Wanderers,Betfair Sportsbook,Crystal Palace,2.1
Crystal Palace vs Wolverhampton Wanderers,Betfair Sportsbook,Wolverhampton Wanderers,3.0
Crystal Palace vs Wolverhampton Wanderers,Betfair Sportsbook,Draw,2.75
Crystal Palace vs Wolverhampton Wanderers,LeoVegas,Crystal Palace,2.17
Crystal Palace vs Wolverhampton Wanderers,LeoVegas,Wolverhampton Wanderers,3.25
Crystal Palace vs Wolverhampton Wanderers,LeoVegas,Draw,3.3
Crystal Palace vs Wolverhampton Wanderers,Casumo,Crystal Palace,2.2
Crystal Palace vs Wolverhampton Wanderers,Casumo,Wolverhampton Wanderers,3.3
Crystal Palace vs Wolverhampton Wanderers,Casumo,Draw,3.35
Crystal Palace vs Wolverhampton Wanderers,Virgin Bet,Crystal Palace,2.12
Crystal Palace vs Wolverhampton Wanderers,Virgin Bet,Wolverhampton Wanderers,3.2
Crystal Palace vs Wolverhampton Wanderers,Virgin Bet,Draw,3.25
Crystal Palace vs Wolverhampton Wanderers,Unibet,Crystal Palace,2.23
Crystal Palace vs Wolverhampton Wanderers,Unibet,Wolverhampton Wanderers,3.35
Crystal Palace vs Wolverhampton Wanderers,Unibet,Draw,3.35
Crystal Palace vs Wolverhampton Wanderers,LiveScore Bet,Crystal Palace,2.12
Crystal Palace vs Wolverhampton Wanderers,LiveScore Bet,Wolverhampton Wanderers,3.2
Crystal Palace vs Wolverhampton Wanderers,LiveScore Bet,Draw,3.25
Crystal Palace vs Wolverhampton Wanderers,Grosvenor,Crystal Palace,2.2
Crystal Palace vs Wolverhampton Wanderers,Grosvenor,Wolverhampton Wanderers,3.3
Crystal Palace vs Wolverhampton Wanderers,Grosvenor,Draw,3.35
Crystal Palace vs Wolverhampton Wanderers,Matchbook,Crystal Palace,2.38
Crystal Palace vs Wolverhampton Wanderers,Matchbook,Wolverhampton Wanderers,3.4
Crystal Palace vs Wolverhampton Wanderers,Matchbook,Draw,3.4
Crystal Palace vs Wolverhampton Wanderers,Matchbook,Crystal Palace,2.42
Crystal Palace vs Wolverhampton Wanderers,Matchbook,Wolverhampton Wanderers,3.5
Crystal Palace vs Wolverhampton Wanderers,Matchbook,Draw,3.5
Royal Challengers Bangalore vs Kolkata Knight Riders,Unibet,Kolkata Knight Riders,2.15
Royal Challengers Bangalore vs Kolkata Knight Riders,Unibet,Royal Challengers Bangalore,1.7
Royal Challengers Bangalore vs Kolkata Knight Riders,TABtouch,Kolkata Knight Riders,2.15
Royal Challengers Bangalore vs Kolkata Knight Riders,TABtouch,Royal Challengers Bangalore,1.7
Royal Challengers Bangalore vs Kolkata Knight Riders,Virgin Bet,Kolkata Knight Riders,2.15
Royal Challengers Bangalore vs Kolkata Knight Riders,Virgin Bet,Royal Challengers Bangalore,1.7
Royal Challengers Bangalore vs Kolkata Knight Riders,Grosvenor,Kolkata Knight Riders,2.15
Royal Challengers Bangalore vs Kolkata Knight Riders,Grosvenor,Royal Challengers Bangalore,1.7
Royal Challengers Bangalore vs Kolkata Knight Riders,Unibet,Kolkata Knight Riders,2.15
Royal Challengers Bangalore vs Kolkata Knight Riders,Unibet,Royal Challengers Bangalore,1.7
Royal Challengers Bangalore vs Kolkata Knight Riders,LiveScore Bet,Kolkata Knight Riders,2.15
Royal Challengers Bangalore vs Kolkata Knight Riders,LiveScore Bet,Royal Challengers Bangalore,1.7
Royal Challengers Bangalore vs Kolkata Knight Riders,Casumo,Kolkata Knight Riders,2.15
Royal Challengers Bangalore vs Kolkata Knight Riders,Casumo,Royal Challengers Bangalore,1.7
Royal Challengers Bangalore vs Kolkata Knight Riders,Paddy Power,Kolkata Knight Riders,2.0
Royal Challengers Bangalore vs Kolkata Knight Riders,Paddy Power,Royal Challengers Bangalore,1.8
Royal Challengers Bangalore vs Kolkata Knight Riders,SportsBet,Kolkata Knight Riders,2.01
Royal Challengers Bangalore vs Kolkata Knight Riders,SportsBet,Royal Challengers Bangalore,1.77
Royal Challengers Bangalore vs Kolkata Knight Riders,Betfair,Kolkata Knight Riders,2.08
Royal Challengers Bangalore vs Kolkata Knight Riders,Betfair,Royal Challengers Bangalore,1.9
Royal Challengers Bangalore vs Kolkata Knight Riders,Betfair,Kolkata Knight Riders,2.12
Royal Challengers Bangalore vs Kolkata Knight Riders,Betfair,Royal Challengers Bangalore,1.91
Royal Challengers Bangalore vs Kolkata Knight Riders,Betfair,Kolkata Knight Riders,2.08
Royal Challengers Bangalore vs Kolkata Knight Riders,Betfair,Royal Challengers Bangalore,1.9
Royal Challengers Bangalore vs Kolkata Knight Riders,Betfair,Kolkata Knight Riders,2.12
Royal Challengers Bangalore vs Kolkata Knight Riders,Betfair,Royal Challengers Bangalore,1.91
Royal Challengers Bangalore vs Kolkata Knight Riders,BoyleSports,Kolkata Knight Riders,2.0
Royal Challengers Bangalore vs Kolkata Knight Riders,BoyleSports,Royal Challengers Bangalore,1.73
Royal Challengers Bangalore vs Kolkata Knight Riders,William Hill,Kolkata Knight Riders,2.0
Royal Challengers Bangalore vs Kolkata Knight Riders,William Hill,Royal Challengers Bangalore,1.8
Royal Challengers Bangalore vs Kolkata Knight Riders,Coral,Kolkata Knight Riders,2.0
Royal Challengers Bangalore vs Kolkata Knight Riders,Coral,Royal Challengers Bangalore,1.8
Royal Challengers Bangalore vs Kolkata Knight Riders,Betway,Kolkata Knight Riders,2.05
Royal Challengers Bangalore vs Kolkata Knight Riders,Betway,Royal Challengers Bangalore,1.8
Royal Challengers Bangalore vs Kolkata Knight Riders,Neds,Kolkata Knight Riders,2.02
Royal Challengers Bangalore vs Kolkata Knight Riders,Neds,Royal Challengers Bangalore,1.8
Royal Challengers Bangalore vs Kolkata Knight Riders,Ladbrokes,Kolkata Knight Riders,2.02
Royal Challengers Bangalore vs Kolkata Knight Riders,Ladbrokes,Royal Challengers Bangalore,1.8
Royal Challengers Bangalore vs Kolkata Knight Riders,PointsBet (AU),Kolkata Knight Riders,2.0
Royal Challengers Bangalore vs Kolkata Knight Riders,PointsBet (AU),Royal Challengers Bangalore,1.8
Royal Challengers Bangalore vs Kolkata Knight Riders,Betr,Kolkata Knight Riders,1.98
Royal Challengers Bangalore vs Kolkata Knight Riders,Betr,Royal Challengers Bangalore,1.8
Royal Challengers Bangalore vs Kolkata Knight Riders,888sport,Kolkata Knight Riders,1.85
Royal Challengers Bangalore vs Kolkata Knight Riders,888sport,Royal Challengers Bangalore,1.67
Royal Challengers Bangalore vs Kolkata Knight Riders,TAB,Kolkata Knight Riders,2.1
Royal Challengers Bangalore vs Kolkata Knight Riders,TAB,Royal Challengers Bangalore,1.7
Rajasthan Royals vs Punjab Kings,Unibet,Punjab Kings,1.7
Rajasthan Royals vs Punjab Kings,Unibet,Rajasthan Royals,2.15
Rajasthan Royals vs Punjab Kings,TABtouch,Punjab Kings,1.7
Rajasthan Royals vs Punjab Kings,TABtouch,Rajasthan Royals,2.15
Rajasthan Royals vs Punjab Kings,Virgin Bet,Punjab Kings,1.7
Rajasthan Royals vs Punjab Kings,Virgin Bet,Rajasthan Royals,2.15
Rajasthan Royals vs Punjab Kings,Casumo,Punjab Kings,1.7
Rajasthan Royals vs Punjab Kings,Casumo,Rajasthan Royals,2.15
Rajasthan Royals vs Punjab Kings,Grosvenor,Punjab Kings,1.7
Rajasthan Royals vs Punjab Kings,Grosvenor,Rajasthan Royals,2.15
Rajasthan Royals vs Punjab Kings,Unibet,Punjab Kings,1.7
Rajasthan Royals vs Punjab Kings,Unibet,Rajasthan Royals,2.15
Rajasthan Royals vs Punjab Kings,LiveScore Bet,Punjab Kings,1.7
Rajasthan Royals vs Punjab Kings,LiveScore Bet,Rajasthan Royals,2.15
Rajasthan Royals vs Punjab Kings,Paddy Power,Punjab Kings,1.73
Rajasthan Royals vs Punjab Kings,Paddy Power,Rajasthan Royals,2.1
Rajasthan Royals vs Punjab Kings,PointsBet (AU),Punjab Kings,1.7
Rajasthan Royals vs Punjab Kings,PointsBet (AU),Rajasthan Royals,2.15
Rajasthan Royals vs Punjab Kings,Betfair Sportsbook,Punjab Kings,1.73
Rajasthan Royals vs Punjab Kings,Betfair Sportsbook,Rajasthan Royals,2.1
Rajasthan Royals vs Punjab Kings,SportsBet,Punjab Kings,1.69
Rajasthan Royals vs Punjab Kings,SportsBet,Rajasthan Royals,2.13
Rajasthan Royals vs Punjab Kings,Betfair,Punjab Kings,1.78
Rajasthan Royals vs Punjab Kings,Betfair,Rajasthan Royals,2.24
Rajasthan Royals vs Punjab Kings,Betfair,Punjab Kings,1.8
Rajasthan Royals vs Punjab Kings,Betfair,Rajasthan Royals,2.28
Rajasthan Royals vs Punjab Kings,Betfair,Punjab Kings,1.78
Rajasthan Royals vs Punjab Kings,Betfair,Rajasthan Royals,2.24
Rajasthan Royals vs Punjab Kings,Betfair,Punjab Kings,1.8
Rajasthan Royals vs Punjab Kings,Betfair,Rajasthan Royals,2.28
Rajasthan Royals vs Punjab Kings,BoyleSports,Punjab Kings,1.67
Rajasthan Royals vs Punjab Kings,BoyleSports,Rajasthan Royals,2.2
Rajasthan Royals vs Punjab Kings,William Hill,Punjab Kings,1.73
Rajasthan Royals vs Punjab Kings,William Hill,Rajasthan Royals,2.1
Rajasthan Royals vs Punjab Kings,Coral,Punjab Kings,1.73
Rajasthan Royals vs Punjab Kings,Coral,Rajasthan Royals,2.1
Rajasthan Royals vs Punjab Kings,Betway,Punjab Kings,1.7
Rajasthan Royals vs Punjab Kings,Betway,Rajasthan Royals,2.15
Rajasthan Royals vs Punjab Kings,Betr,Punjab Kings,1.69
Rajasthan Royals vs Punjab Kings,Betr,Rajasthan Royals,2.15
Rajasthan Royals vs Punjab Kings,Neds,Punjab Kings,1.72
Rajasthan Royals vs Punjab Kings,Neds,Rajasthan Royals,2.1
Rajasthan Royals vs Punjab Kings,Ladbrokes,Punjab Kings,1.72
Rajasthan Royals vs Punjab Kings,Ladbrokes,Rajasthan Royals,2.1
Rajasthan Royals vs Punjab Kings,888sport,Punjab Kings,1.57
Rajasthan Royals vs Punjab Kings,888sport,Rajasthan Royals,2.05
Delhi Capitals vs Gujarat Titans,Unibet,Delhi Capitals,1.95
Delhi Capitals vs Gujarat Titans,Unibet,Gujarat Titans,1.85
Delhi Capitals vs Gujarat Titans,Virgin Bet,Delhi Capitals,1.95
Delhi Capitals vs Gujarat Titans,Virgin Bet,Gujarat Titans,1.85
Delhi Capitals vs Gujarat Titans,Casumo,Delhi Capitals,1.94
Delhi Capitals vs Gujarat Titans,Casumo,Gujarat Titans,1.85
Delhi Capitals vs Gujarat Titans,Unibet,Delhi Capitals,1.94
Delhi Capitals vs Gujarat Titans,Unibet,Gujarat Titans,1.85
Delhi Capitals vs Gujarat Titans,Grosvenor,Delhi Capitals,1.94
Delhi Capitals vs Gujarat Titans,Grosvenor,Gujarat Titans,1.85
Delhi Capitals vs Gujarat Titans,LiveScore Bet,Delhi Capitals,1.95
Delhi Capitals vs Gujarat Titans,LiveScore Bet,Gujarat Titans,1.85
Delhi Capitals vs Gujarat Titans,TABtouch,Delhi Capitals,1.94
Delhi Capitals vs Gujarat Titans,TABtouch,Gujarat Titans,1.85
Delhi Capitals vs Gujarat Titans,Paddy Power,Delhi Capitals,2.1
Delhi Capitals vs Gujarat Titans,Paddy Power,Gujarat Titans,1.73
Delhi Capitals vs Gujarat Titans,Betfair Sportsbook,Delhi Capitals,2.1
Delhi Capitals vs Gujarat Titans,Betfair Sportsbook,Gujarat Titans,1.73
Delhi Capitals vs Gujarat Titans,SportsBet,Delhi Capitals,2.12
Delhi Capitals vs Gujarat Titans,SportsBet,Gujarat Titans,1.69
Delhi Capitals vs Gujarat Titans,Betfair,Delhi Capitals,2.2
Delhi Capitals vs Gujarat Titans,Betfair,Gujarat Titans,1.73
Delhi Capitals vs Gujarat Titans,Betfair,Delhi Capitals,2.38
Delhi Capitals vs Gujarat Titans,Betfair,Gujarat Titans,1.83
Delhi Capitals vs Gujarat Titans,Betfair,Delhi Capitals,2.2
Delhi Capitals vs Gujarat Titans,Betfair,Gujarat Titans,1.73
Delhi Capitals vs Gujarat Titans,Betfair,Delhi Capitals,2.38
Delhi Capitals vs Gujarat Titans,Betfair,Gujarat Titans,1.83
Delhi Capitals vs Gujarat Titans,BoyleSports,Delhi Capitals,2.1
Delhi Capitals vs Gujarat Titans,BoyleSports,Gujarat Titans,1.73
Delhi Capitals vs Gujarat Titans,William Hill,Delhi Capitals,2.1
Delhi Capitals vs Gujarat Titans,William Hill,Gujarat Titans,1.73
Delhi Capitals vs Gujarat Titans,Coral,Delhi Capitals,2.1
Delhi Capitals vs Gujarat Titans,Coral,Gujarat Titans,1.73
Delhi Capitals vs Gujarat Titans,Betway,Delhi Capitals,2.15
Delhi Capitals vs Gujarat Titans,Betway,Gujarat Titans,1.7
Delhi Capitals vs Gujarat Titans,Neds,Delhi Capitals,2.1
Delhi Capitals vs Gujarat Titans,Neds,Gujarat Titans,1.72
Delhi Capitals vs Gujarat Titans,Ladbrokes,Delhi Capitals,2.1
Delhi Capitals vs Gujarat Titans,Ladbrokes,Gujarat Titans,1.72
Delhi Capitals vs Gujarat Titans,PointsBet (AU),Delhi Capitals,2.1
Delhi Capitals vs Gujarat Titans,PointsBet (AU),Gujarat Titans,1.73
Delhi Capitals vs Gujarat Titans,Betr,Delhi Capitals,2.1
Delhi Capitals vs Gujarat Titans,Betr,Gujarat Titans,1.72
Delhi Capitals vs Gujarat Titans,888sport,Delhi Capitals,2.0
Delhi Capitals vs Gujarat Titans,888sport,Gujarat Titans,1.61
Lucknow Super Giants vs Sunrisers Hyderabad,Unibet,Lucknow Super Giants,1.75
Lucknow Super Giants vs Sunrisers Hyderabad,Unibet,Sunrisers Hyderabad,2.08
Lucknow Super Giants vs Sunrisers Hyderabad,Virgin Bet,Lucknow Super Giants,1.75
Lucknow Super Giants vs Sunrisers Hyderabad,Virgin Bet,Sunrisers Hyderabad,2.08
Lucknow Super Giants vs Sunrisers Hyderabad,Casumo,Lucknow Super Giants,1.75
Lucknow Super Giants vs Sunrisers Hyderabad,Casumo,Sunrisers Hyderabad,2.08
Lucknow Super Giants vs Sunrisers Hyderabad,Unibet,Lucknow Super Giants,1.75
Lucknow Super Giants vs Sunrisers Hyderabad,Unibet,Sunrisers Hyderabad,2.08
Lucknow Super Giants vs Sunrisers Hyderabad,Grosvenor,Lucknow Super Giants,1.75
Lucknow Super Giants vs Sunrisers Hyderabad,Grosvenor,Sunrisers Hyderabad,2.08
Lucknow Super Giants vs Sunrisers Hyderabad,LiveScore Bet,Lucknow Super Giants,1.75
Lucknow Super Giants vs Sunrisers Hyderabad,LiveScore Bet,Sunrisers Hyderabad,2.08
Lucknow Super Giants vs Sunrisers Hyderabad,TABtouch,Lucknow Super Giants,1.75
Lucknow Super Giants vs Sunrisers Hyderabad,TABtouch,Sunrisers Hyderabad,2.08
Lucknow Super Giants vs Sunrisers Hyderabad,Paddy Power,Lucknow Super Giants,1.73
Lucknow Super Giants vs Sunrisers Hyderabad,Paddy Power,Sunrisers Hyderabad,2.1
Lucknow Super Giants vs Sunrisers Hyderabad,Betfair Sportsbook,Lucknow Super Giants,1.73
Lucknow Super Giants vs Sunrisers Hyderabad,Betfair Sportsbook,Sunrisers Hyderabad,2.1
Lucknow Super Giants vs Sunrisers Hyderabad,SportsBet,Lucknow Super Giants,1.72
Lucknow Super Giants vs Sunrisers Hyderabad,SportsBet,Sunrisers Hyderabad,2.08
Lucknow Super Giants vs Sunrisers Hyderabad,Betfair,Lucknow Super Giants,1.75
Lucknow Super Giants vs Sunrisers Hyderabad,Betfair,Sunrisers Hyderabad,2.1
Lucknow Super Giants vs Sunrisers Hyderabad,Betfair,Lucknow Super Giants,1.9
Lucknow Super Giants vs Sunrisers Hyderabad,Betfair,Sunrisers Hyderabad,2.34
Lucknow Super Giants vs Sunrisers Hyderabad,Betfair,Lucknow Super Giants,1.75
Lucknow Super Giants vs Sunrisers Hyderabad,Betfair,Sunrisers Hyderabad,2.08
Lucknow Super Giants vs Sunrisers Hyderabad,Betfair,Lucknow Super Giants,1.9
Lucknow Super Giants vs Sunrisers Hyderabad,Betfair,Sunrisers Hyderabad,2.34
Lucknow Super Giants vs Sunrisers Hyderabad,BoyleSports,Lucknow Super Giants,1.73
Lucknow Super Giants vs Sunrisers Hyderabad,BoyleSports,Sunrisers Hyderabad,2.1
Lucknow Super Giants vs Sunrisers Hyderabad,William Hill,Lucknow Super Giants,1.73
Lucknow Super Giants vs Sunrisers Hyderabad,William Hill,Sunrisers Hyderabad,2.1
Lucknow Super Giants vs Sunrisers Hyderabad,Coral,Lucknow Super Giants,1.8
Lucknow Super Giants vs Sunrisers Hyderabad,Coral,Sunrisers Hyderabad,2.1
Lucknow Super Giants vs Sunrisers Hyderabad,Betway,Lucknow Super Giants,1.75
Lucknow Super Giants vs Sunrisers Hyderabad,Betway,Sunrisers Hyderabad,2.1
Lucknow Super Giants vs Sunrisers Hyderabad,Neds,Lucknow Super Giants,1.77
Lucknow Super Giants vs Sunrisers Hyderabad,Neds,Sunrisers Hyderabad,2.05
Lucknow Super Giants vs Sunrisers Hyderabad,Ladbrokes,Lucknow Super Giants,1.77
Lucknow Super Giants vs Sunrisers Hyderabad,Ladbrokes,Sunrisers Hyderabad,2.05
Lucknow Super Giants vs Sunrisers Hyderabad,PointsBet (AU),Lucknow Super Giants,1.73
Lucknow Super Giants vs Sunrisers Hyderabad,PointsBet (AU),Sunrisers Hyderabad,2.1
Lucknow Super Giants vs Sunrisers Hyderabad,Betr,Lucknow Super Giants,1.71
Lucknow Super Giants vs Sunrisers Hyderabad,Betr,Sunrisers Hyderabad,2.1
Lucknow Super Giants vs Sunrisers Hyderabad,888sport,Lucknow Super Giants,1.61
Lucknow Super Giants vs Sunrisers Hyderabad,888sport,Sunrisers Hyderabad,2.0
